   ,Player                  ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA ,3P%  ,2P ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS
127,Bryce Dejean-Jones      ,SG   ,23.0,NOP,14.0,11.0,19.9,2.0 ,4.9 ,0.406,0.9,2.3 ,0.375,1.1,2.6 ,0.432,0.493,0.8,1.5 ,0.524,0.6,2.9 ,3.4 ,1.1 ,0.7,0.1,0.8,1.2,5.6
129,Matthew Dellavedova     ,PG   ,25.0,CLE,76.0,14.0,24.6,2.7 ,6.7 ,0.405,1.3,3.1 ,0.41 ,1.4,3.6 ,0.401,0.501,0.8,0.9 ,0.864,0.4,1.7 ,2.1 ,4.4 ,0.6,0.1,1.5,2.3,7.5
130,Luol Deng               ,PF   ,30.0,MIA,74.0,73.0,32.4,4.6 ,10.1,0.455,1.2,3.5 ,0.344,3.4,6.6 ,0.513,0.514,2.0,2.6 ,0.755,1.5,4.5 ,6.0 ,1.9 ,1.0,0.4,1.1,1.6,12.3
131,DeMar DeRozan           ,SG   ,26.0,TOR,78.0,78.0,35.9,7.9 ,17.7,0.446,0.6,1.8 ,0.338,7.3,15.9,0.458,0.463,7.1,8.4 ,0.85 ,0.8,3.7 ,4.5 ,4.0 ,1.0,0.3,2.2,2.1,23.5
132,Boris Diaw              ,PF   ,33.0,SAS,76.0,4.0 ,18.2,2.7 ,5.0 ,0.527,0.3,0.9 ,0.362,2.3,4.1 ,0.564,0.56 ,0.7,1.0 ,0.737,0.8,2.3 ,3.1 ,2.3 ,0.3,0.3,1.3,1.3,6.4
133,Gorgui Dieng            ,C    ,26.0,MIN,82.0,39.0,27.1,3.8 ,7.1 ,0.532,0.1,0.2 ,0.3  ,3.7,6.8 ,0.54 ,0.537,2.5,3.0 ,0.827,1.9,5.2 ,7.1 ,1.7 ,1.1,1.2,1.7,2.7,10.1
134,Spencer Dinwiddie       ,PG   ,22.0,DET,12.0,0.0 ,13.3,1.6 ,4.5 ,0.352,0.1,0.8 ,0.1  ,1.5,3.7 ,0.409,0.361,1.6,2.8 ,0.576,0.3,1.1 ,1.4 ,1.8 ,0.3,0.0,0.6,1.7,4.8
135,Toney Douglas           ,PG   ,29.0,NOP,61.0,18.0,20.7,3.0 ,7.3 ,0.411,1.3,3.3 ,0.399,1.7,4.0 ,0.421,0.502,1.4,1.6 ,0.848,0.4,1.9 ,2.3 ,2.6 ,1.1,0.1,1.0,2.1,8.7
136,Goran Dragić            ,PG   ,29.0,MIA,72.0,72.0,32.8,5.8 ,12.2,0.477,0.9,2.8 ,0.312,4.9,9.3 ,0.527,0.513,1.7,2.3 ,0.727,0.8,3.1 ,3.8 ,5.8 ,1.0,0.2,2.6,2.6,14.1
138,Andre Drummond          ,C    ,22.0,DET,81.0,81.0,32.9,6.8 ,13.1,0.521,0.0,0.1 ,0.333,6.8,13.0,0.522,0.522,2.6,7.2 ,0.355,4.9,9.9 ,14.8,0.8 ,1.5,1.4,1.9,3.0,16.2
139,Jared Dudley            ,PF   ,30.0,WAS,81.0,41.0,25.9,2.9 ,6.0 ,0.478,1.2,2.9 ,0.42 ,1.6,3.1 ,0.534,0.581,0.9,1.2 ,0.735,0.7,2.9 ,3.5 ,2.1 ,0.9,0.2,1.0,2.3,7.9
141,Tim Duncan*             ,C    ,39.0,SAS,61.0,60.0,25.2,3.5 ,7.2 ,0.488,0.0,0.0 ,0.0  ,3.5,7.2 ,0.49 ,0.488,1.5,2.1 ,0.702,1.9,5.4 ,7.3 ,2.7 ,0.8,1.3,1.5,2.0,8.6
142,Mike Dunleavy           ,SF   ,35.0,CHI,31.0,30.0,22.7,2.5 ,6.1 ,0.41 ,1.3,3.2 ,0.394,1.2,2.9 ,0.427,0.513,0.9,1.2 ,0.784,0.3,2.4 ,2.7 ,1.3 ,0.5,0.3,0.8,2.1,7.2
143,Kevin Durant            ,SF   ,27.0,OKC,72.0,72.0,35.8,9.7 ,19.2,0.505,2.6,6.7 ,0.387,7.1,12.5,0.569,0.573,6.2,6.9 ,0.898,0.6,7.6 ,8.2 ,5.0 ,1.0,1.2,3.5,1.9,28.2
144,Cleanthony Early        ,SF   ,24.0,NYK,17.0,2.0 ,9.1 ,0.7 ,2.4 ,0.3  ,0.2,0.9 ,0.267,0.5,1.5 ,0.32 ,0.35 ,0.2,0.2 ,0.75 ,0.2,1.3 ,1.5 ,0.4 ,0.1,0.2,0.5,0.9,1.8
145,Jarell Eddie            ,SF   ,24.0,WAS,26.0,0.0 ,5.7 ,0.8 ,2.5 ,0.308,0.6,1.8 ,0.319,0.2,0.7 ,0.278,0.423,0.3,0.3 ,1.0  ,0.1,0.8 ,0.9 ,0.2 ,0.2,0.0,0.0,0.2,2.4
146,Wayne Ellington         ,SG   ,28.0,BRK,76.0,41.0,21.3,2.9 ,7.4 ,0.389,1.3,3.5 ,0.358,1.6,3.9 ,0.416,0.474,0.7,0.8 ,0.857,0.3,2.0 ,2.3 ,1.1 ,0.6,0.1,0.6,1.1,7.7
147,Monta Ellis             ,SG   ,30.0,IND,81.0,81.0,33.8,5.4 ,12.6,0.427,1.1,3.5 ,0.309,4.3,9.1 ,0.472,0.47 ,2.0,2.5 ,0.786,0.5,2.8 ,3.3 ,4.7 ,1.9,0.5,2.5,2.1,13.8
148,James Ennis III         ,SF   ,25.0,TOT,22.0,5.0 ,15.0,2.5 ,5.1 ,0.478,1.2,2.6 ,0.448,1.3,2.5 ,0.509,0.593,1.1,1.5 ,0.735,1.0,1.0 ,1.9 ,1.0 ,0.7,0.2,0.9,1.3,7.2
152,Tyler Ennis             ,PG   ,21.0,MIL,46.0,7.0 ,14.2,1.8 ,4.1 ,0.449,0.3,0.8 ,0.333,1.5,3.2 ,0.48 ,0.484,0.5,0.7 ,0.735,0.3,1.3 ,1.6 ,2.1 ,0.5,0.0,1.0,1.4,4.5
153,Jeremy Evans            ,SF   ,28.0,DAL,30.0,2.0 ,8.4 ,0.9 ,1.6 ,0.542,0.1,0.5 ,0.25 ,0.7,1.1 ,0.688,0.583,0.5,0.7 ,0.714,0.4,1.4 ,1.8 ,0.1 ,0.2,0.3,0.2,0.6,2.4
154,Tyreke Evans            ,SG   ,26.0,NOP,25.0,25.0,30.6,5.4 ,12.6,0.433,1.3,3.4 ,0.388,4.1,9.2 ,0.45 ,0.486,3.0,3.7 ,0.796,0.8,4.4 ,5.2 ,6.6 ,1.3,0.3,2.9,2.6,15.2
156,Kenneth Faried          ,PF   ,26.0,DEN,67.0,64.0,25.3,5.2 ,9.3 ,0.558,0.0,0.0 ,0.5  ,5.2,9.3 ,0.558,0.558,2.0,3.3 ,0.613,3.5,5.2 ,8.7 ,1.2 ,0.5,0.9,1.4,2.5,12.5
157,Jordan Farmar           ,PG   ,29.0,MEM,12.0,10.0,24.3,3.5 ,8.3 ,0.42 ,1.3,3.8 ,0.356,2.2,4.6 ,0.473,0.5  ,0.8,0.8 ,1.0  ,0.3,1.8 ,2.1 ,3.1 ,1.3,0.2,1.5,1.8,9.2
158,Derrick Favors          ,PF   ,24.0,UTA,62.0,59.0,32.0,6.7 ,13.1,0.515,0.0,0.1 ,0.0  ,6.7,13.0,0.518,0.515,2.9,4.1 ,0.709,2.7,5.4 ,8.1 ,1.5 ,1.2,1.5,1.7,2.4,16.4
159,Cristiano Felício       ,C    ,23.0,CHI,31.0,4.0 ,10.4,1.3 ,2.3 ,0.556,0.0,0.1 ,0.0  ,1.3,2.2 ,0.588,0.556,0.8,1.1 ,0.714,1.0,2.3 ,3.3 ,0.8 ,0.2,0.4,0.4,1.0,3.4
160,Raymond Felton          ,PG   ,31.0,DAL,80.0,31.0,27.4,3.5 ,8.5 ,0.406,0.8,2.7 ,0.282,2.7,5.9 ,0.463,0.45 ,1.9,2.2 ,0.847,0.5,2.8 ,3.2 ,3.6 ,0.9,0.2,1.5,1.8,9.5
162,Evan Fournier           ,SF   ,23.0,ORL,79.0,71.0,32.5,5.4 ,11.8,0.462,2.0,4.9 ,0.4  ,3.5,6.8 ,0.506,0.546,2.5,3.0 ,0.836,0.4,2.4 ,2.8 ,2.7 ,1.2,0.0,1.7,2.7,15.4
163,Randy Foye              ,SG   ,32.0,TOT,81.0,8.0 ,20.3,2.1 ,6.0 ,0.351,0.9,3.1 ,0.3  ,1.2,2.9 ,0.405,0.428,0.8,0.9 ,0.824,0.3,1.6 ,1.9 ,2.0 ,0.5,0.4,1.1,1.6,5.9
166,Tim Frazier             ,PG   ,25.0,TOT,51.0,2.0 ,14.5,1.9 ,4.5 ,0.419,0.3,0.9 ,0.333,1.6,3.5 ,0.442,0.454,1.0,1.5 ,0.716,0.5,1.6 ,2.2 ,3.2 ,0.6,0.0,1.3,1.4,5.1
169,Jimmer Fredette         ,SG   ,26.0,TOT,6.0 ,0.0 ,3.0 ,0.3 ,0.8 ,0.4  ,0.2,0.3 ,0.5  ,0.2,0.5 ,0.333,0.5  ,0.7,0.8 ,0.8  ,0.0,0.0 ,0.0 ,0.2 ,0.2,0.0,0.3,0.3,1.5
172,Enes Freedom            ,C    ,23.0,OKC,82.0,1.0 ,21.0,5.0 ,8.8 ,0.576,0.1,0.3 ,0.476,4.9,8.5 ,0.579,0.583,2.4,3.1 ,0.797,3.0,5.1 ,8.1 ,0.4 ,0.3,0.4,1.4,2.0,12.7
173,Channing Frye           ,PF-C ,32.0,TOT,70.0,32.0,17.1,2.2 ,5.0 ,0.438,1.3,3.4 ,0.387,0.9,1.6 ,0.545,0.569,0.4,0.5 ,0.857,0.5,2.8 ,3.3 ,1.0 ,0.4,0.4,0.6,1.8,6.1
176,Danilo Gallinari        ,SF   ,27.0,DEN,53.0,53.0,34.7,5.4 ,13.2,0.41 ,1.6,4.5 ,0.364,3.8,8.7 ,0.434,0.472,7.1,8.2 ,0.868,1.0,4.3 ,5.3 ,2.5 ,0.8,0.4,1.5,1.6,19.5
177,Langston Galloway       ,PG   ,24.0,NYK,82.0,7.0 ,24.8,2.8 ,7.2 ,0.393,0.9,2.7 ,0.344,1.9,4.4 ,0.423,0.458,1.0,1.4 ,0.754,0.5,3.0 ,3.5 ,2.5 ,0.9,0.3,0.7,2.2,7.6
178,Kevin Garnett*          ,PF   ,39.0,MIN,38.0,38.0,14.6,1.4 ,3.0 ,0.47 ,0.0,0.0 ,0.0  ,1.4,3.0 ,0.474,0.47 ,0.4,0.6 ,0.667,0.4,3.6 ,3.9 ,1.6 ,0.7,0.3,0.4,1.8,3.2
179,Marc Gasol              ,C    ,31.0,MEM,52.0,52.0,34.4,6.3 ,13.6,0.464,0.0,0.1 ,0.667,6.3,13.5,0.463,0.465,3.9,4.7 ,0.829,1.1,5.8 ,7.0 ,3.8 ,1.0,1.3,2.3,2.7,16.6
180,Pau Gasol               ,C    ,35.0,CHI,72.0,72.0,31.8,6.5 ,13.8,0.469,0.3,1.0 ,0.348,6.2,12.9,0.478,0.481,3.2,4.0 ,0.792,2.2,8.9 ,11.0,4.1 ,0.6,2.0,2.3,2.1,16.5
181,Rudy Gay                ,SF   ,29.0,SAC,70.0,70.0,34.0,6.7 ,14.4,0.463,1.1,3.1 ,0.344,5.6,11.3,0.495,0.5  ,2.8,3.6 ,0.78 ,1.5,5.0 ,6.5 ,1.7 ,1.4,0.7,2.0,2.6,17.2
182,Alonzo Gee              ,SF   ,28.0,NOP,73.0,38.0,22.4,1.8 ,3.5 ,0.518,0.2,0.8 ,0.283,1.6,2.7 ,0.59 ,0.551,0.6,0.9 ,0.667,0.8,2.5 ,3.4 ,1.0 ,0.9,0.2,0.8,2.3,4.5
183,Paul George             ,SF   ,25.0,IND,81.0,81.0,34.8,7.5 ,17.9,0.418,2.6,7.0 ,0.371,4.9,10.9,0.447,0.49 ,5.6,6.5 ,0.86 ,1.0,6.0 ,7.0 ,4.1 ,1.9,0.4,3.3,2.8,23.1
184,Taj Gibson              ,PF   ,30.0,CHI,73.0,55.0,26.5,3.6 ,6.8 ,0.526,0.0,0.0 ,0.0  ,3.6,6.8 ,0.529,0.526,1.4,2.0 ,0.692,2.8,4.1 ,6.9 ,1.5 ,0.6,1.1,1.1,2.5,8.6
185,Manu Ginóbili           ,SG   ,38.0,SAS,58.0,0.0 ,19.6,3.4 ,7.5 ,0.453,1.2,3.1 ,0.391,2.2,4.4 ,0.496,0.533,1.6,1.9 ,0.813,0.4,2.1 ,2.5 ,3.1 ,1.1,0.2,1.7,1.7,9.6
187,Drew Gooden             ,PF   ,34.0,WAS,30.0,0.0 ,10.2,1.1 ,3.4 ,0.32 ,0.2,1.4 ,0.171,0.9,2.1 ,0.419,0.354,0.3,0.5 ,0.643,0.9,1.9 ,2.8 ,0.4 ,0.3,0.4,0.4,1.3,2.7
188,Archie Goodwin          ,PG   ,21.0,PHO,57.0,13.0,19.5,3.1 ,7.4 ,0.417,0.4,1.7 ,0.232,2.7,5.7 ,0.474,0.444,2.3,3.4 ,0.674,0.5,2.0 ,2.5 ,2.1 ,0.5,0.2,1.8,1.5,8.9
189,Aaron Gordon            ,PF   ,20.0,ORL,78.0,37.0,23.9,3.5 ,7.4 ,0.473,0.5,1.8 ,0.296,3.0,5.6 ,0.531,0.509,1.7,2.5 ,0.668,2.0,4.5 ,6.5 ,1.6 ,0.8,0.7,0.8,2.0,9.2
191,Eric Gordon             ,SG   ,27.0,NOP,45.0,44.0,32.9,5.1 ,12.3,0.418,2.5,6.5 ,0.384,2.6,5.7 ,0.457,0.521,2.5,2.8 ,0.888,0.2,2.0 ,2.2 ,2.7 ,1.0,0.3,1.6,2.2,15.2
192,Marcin Gortat           ,C    ,31.0,WAS,75.0,74.0,30.1,5.8 ,10.2,0.567,0.0,0.0 ,0.0  ,5.8,10.2,0.567,0.567,1.9,2.8 ,0.705,3.0,6.9 ,9.9 ,1.4 ,0.6,1.3,1.6,2.6,13.5
193,Andrew Goudelock        ,PG   ,27.0,HOU,8.0 ,0.0 ,6.3 ,1.1 ,2.5 ,0.45 ,0.1,1.1 ,0.111,1.0,1.4 ,0.727,0.475,0.4,0.5 ,0.75 ,0.1,0.1 ,0.3 ,0.5 ,0.8,0.3,0.9,0.5,2.8
194,Jerami Grant            ,PF   ,21.0,PHI,77.0,52.0,26.8,3.3 ,7.8 ,0.419,0.5,1.9 ,0.24 ,2.8,5.9 ,0.477,0.448,2.8,4.2 ,0.658,1.3,3.4 ,4.7 ,1.8 ,0.7,1.6,1.4,2.8,9.7
195,Jerian Grant            ,PG   ,23.0,NYK,76.0,6.0 ,16.6,2.0 ,5.1 ,0.394,0.3,1.3 ,0.22 ,1.7,3.8 ,0.454,0.422,1.3,1.6 ,0.78 ,0.3,1.6 ,1.9 ,2.3 ,0.7,0.1,1.1,1.3,5.6
196,Danny Green             ,SG   ,28.0,SAS,79.0,79.0,26.1,2.7 ,7.1 ,0.376,1.5,4.4 ,0.332,1.2,2.7 ,0.448,0.48 ,0.4,0.6 ,0.739,0.6,3.2 ,3.8 ,1.8 ,1.0,0.8,0.9,1.8,7.2
197,Draymond Green          ,PF   ,25.0,GSW,81.0,81.0,34.7,5.0 ,10.1,0.49 ,1.2,3.2 ,0.388,3.7,6.9 ,0.537,0.551,2.8,4.1 ,0.696,1.7,7.8 ,9.5 ,7.4 ,1.5,1.4,3.2,3.0,14.0
198,Erick Green             ,PG   ,24.0,TOT,9.0 ,0.0 ,4.7 ,0.6 ,1.4 ,0.385,0.1,0.6 ,0.2  ,0.4,0.9 ,0.5  ,0.423,0.2,0.2 ,1.0  ,0.3,0.3 ,0.7 ,0.3 ,0.1,0.0,0.0,0.4,1.4
201,Gerald Green            ,SG   ,30.0,MIA,69.0,14.0,22.6,3.3 ,8.5 ,0.392,1.2,3.8 ,0.323,2.1,4.7 ,0.446,0.463,1.0,1.3 ,0.783,0.4,2.0 ,2.4 ,0.8 ,0.6,0.3,0.7,1.8,8.9
202,JaMychal Green          ,PF   ,25.0,MEM,78.0,15.0,18.5,2.9 ,6.3 ,0.465,0.2,0.6 ,0.333,2.8,5.8 ,0.478,0.48 ,1.3,1.8 ,0.752,1.8,3.0 ,4.8 ,0.9 ,0.6,0.4,1.1,2.4,7.4
203,Jeff Green              ,SF   ,29.0,TOT,80.0,41.0,28.2,4.4 ,10.3,0.43 ,0.8,2.7 ,0.315,3.6,7.6 ,0.47 ,0.47 ,2.1,2.8 ,0.745,0.9,3.2 ,4.2 ,1.7 ,0.7,0.5,1.2,2.1,11.7
206,Blake Griffin           ,PF   ,26.0,LAC,35.0,35.0,33.4,8.6 ,17.2,0.499,0.2,0.5 ,0.333,8.4,16.7,0.504,0.504,4.0,5.5 ,0.727,1.5,6.9 ,8.4 ,4.9 ,0.8,0.5,2.4,2.7,21.4
207,Jorge Gutiérrez         ,PG   ,27.0,CHO,12.0,0.0 ,5.3 ,0.5 ,0.9 ,0.545,0.0,0.2 ,0.0  ,0.5,0.8 ,0.667,0.545,0.8,0.9 ,0.909,0.0,0.6 ,0.6 ,1.4 ,0.3,0.0,0.5,0.3,1.8
208,P.J. Hairston           ,SF   ,23.0,TOT,66.0,52.0,19.9,2.2 ,6.2 ,0.355,1.1,3.7 ,0.29 ,1.1,2.5 ,0.449,0.441,0.8,1.0 ,0.781,0.4,2.3 ,2.6 ,0.6 ,0.5,0.2,0.6,2.1,6.2
211,Jordan Hamilton         ,SF   ,25.0,NOP,11.0,4.0 ,27.6,4.5 ,10.5,0.422,1.2,4.1 ,0.289,3.3,6.5 ,0.507,0.478,1.3,1.9 ,0.667,1.1,4.5 ,5.6 ,2.3 ,0.7,0.3,1.5,2.2,11.4
212,Tyler Hansbrough        ,PF   ,30.0,CHO,44.0,0.0 ,7.8 ,0.7 ,1.6 ,0.451,0.0,0.1 ,0.667,0.7,1.5 ,0.441,0.465,0.9,1.5 ,0.585,0.9,1.1 ,2.0 ,0.2 ,0.3,0.2,0.3,1.3,2.4
213,Tim Hardaway Jr.        ,SG   ,23.0,ATL,51.0,1.0 ,16.9,2.2 ,5.2 ,0.43 ,0.9,2.8 ,0.338,1.3,2.4 ,0.537,0.521,1.0,1.1 ,0.893,0.1,1.5 ,1.7 ,1.0 ,0.4,0.1,0.5,0.9,6.4
214,James Harden            ,SG   ,26.0,HOU,82.0,82.0,38.1,8.7 ,19.7,0.439,2.9,8.0 ,0.359,5.8,11.7,0.494,0.512,8.8,10.2,0.86 ,0.8,5.3 ,6.1 ,7.5 ,1.7,0.6,4.6,2.8,29.0
215,Maurice Harkless        ,SF   ,22.0,POR,78.0,14.0,18.7,2.5 ,5.3 ,0.474,0.5,1.8 ,0.279,2.0,3.5 ,0.576,0.522,0.9,1.4 ,0.622,1.3,2.3 ,3.6 ,0.9 ,0.6,0.4,0.8,1.6,6.4
216,Justin Harper           ,PF   ,26.0,DET,5.0 ,0.0 ,7.0 ,0.8 ,2.0 ,0.4  ,0.8,1.8 ,0.444,0.0,0.2 ,0.0  ,0.6  ,0.2,0.4 ,0.5  ,0.0,0.2 ,0.2 ,0.0 ,0.2,0.0,0.4,0.6,2.6
218,Montrezl Harrell        ,PF   ,22.0,HOU,39.0,1.0 ,9.7 ,1.5 ,2.3 ,0.644,0.0,0.0 ,0.0  ,1.5,2.3 ,0.652,0.644,0.6,1.2 ,0.522,0.6,1.0 ,1.7 ,0.4 ,0.3,0.3,0.4,1.2,3.6
219,Devin Harris            ,PG   ,32.0,DAL,64.0,0.0 ,20.0,2.6 ,5.8 ,0.447,0.8,2.5 ,0.329,1.8,3.4 ,0.532,0.516,1.6,2.2 ,0.721,0.3,1.9 ,2.2 ,1.8 ,0.9,0.2,1.0,1.9,7.6
220,Gary Harris             ,SG   ,21.0,DEN,76.0,76.0,32.1,4.7 ,10.1,0.469,1.4,3.9 ,0.354,3.3,6.2 ,0.543,0.538,1.4,1.8 ,0.82 ,0.7,2.2 ,2.9 ,1.9 ,1.3,0.2,1.3,1.9,12.3
222,Tobias Harris           ,PF   ,23.0,TOT,76.0,74.0,33.1,5.5 ,11.7,0.469,1.1,3.1 ,0.335,4.4,8.6 ,0.518,0.514,2.7,3.2 ,0.831,1.3,5.4 ,6.7 ,2.2 ,0.9,0.5,1.4,2.0,14.7
225,Aaron Harrison          ,SG   ,21.0,CHO,21.0,0.0 ,4.4 ,0.2 ,0.9 ,0.263,0.1,0.5 ,0.3  ,0.1,0.4 ,0.222,0.342,0.2,0.6 ,0.417,0.2,0.5 ,0.7 ,0.1 ,0.3,0.0,0.2,0.5,0.9
226,Udonis Haslem           ,PF   ,35.0,MIA,37.0,0.0 ,7.0 ,0.6 ,1.6 ,0.377,0.0,0.2 ,0.111,0.6,1.4 ,0.423,0.385,0.3,0.4 ,0.75 ,0.3,1.8 ,2.0 ,0.4 ,0.1,0.1,0.1,0.7,1.6
227,Spencer Hawes           ,PF   ,27.0,CHO,57.0,6.0 ,18.2,2.2 ,5.4 ,0.405,0.7,1.8 ,0.373,1.5,3.6 ,0.422,0.467,0.9,1.1 ,0.831,0.9,3.4 ,4.3 ,1.9 ,0.4,0.5,1.0,1.9,6.0
229,Gordon Hayward          ,SF   ,25.0,UTA,80.0,80.0,36.2,6.5 ,15.0,0.433,1.8,5.1 ,0.349,4.7,9.9 ,0.477,0.493,4.9,6.0 ,0.824,0.8,4.2 ,5.0 ,3.7 ,1.2,0.3,2.5,2.3,19.7
230,Gerald Henderson        ,SG   ,28.0,POR,72.0,0.0 ,19.9,3.2 ,7.3 ,0.439,0.7,1.9 ,0.353,2.6,5.5 ,0.468,0.484,1.6,2.0 ,0.767,0.4,2.5 ,2.9 ,1.0 ,0.5,0.3,0.9,1.2,8.7
231,John Henson             ,C    ,25.0,MIL,57.0,1.0 ,16.8,2.9 ,5.1 ,0.564,0.0,0.0 ,0.0  ,2.9,5.1 ,0.566,0.564,1.2,2.1 ,0.59 ,1.5,2.4 ,3.9 ,0.9 ,0.3,1.9,1.1,2.3,7.0
232,Mario Hezonja           ,SF   ,20.0,ORL,79.0,9.0 ,17.9,2.3 ,5.3 ,0.433,0.8,2.4 ,0.349,1.4,2.9 ,0.504,0.513,0.6,0.7 ,0.907,0.4,1.9 ,2.2 ,1.4 ,0.5,0.2,1.2,1.6,6.1
233,Roy Hibbert             ,C    ,29.0,LAL,81.0,81.0,23.2,2.2 ,5.1 ,0.443,0.0,0.0 ,0.0  ,2.2,5.0 ,0.445,0.443,1.4,1.8 ,0.807,1.6,3.3 ,4.9 ,1.2 ,0.4,1.4,0.9,3.1,5.9
234,J.J. Hickson            ,C    ,27.0,TOT,35.0,9.0 ,12.5,2.3 ,4.4 ,0.516,0.0,0.0 ,0.0  ,2.3,4.4 ,0.519,0.516,1.3,2.9 ,0.447,1.1,2.7 ,3.8 ,0.7 ,0.4,0.4,0.7,1.3,5.9
237,Nenê                    ,PF   ,33.0,WAS,57.0,11.0,19.2,3.7 ,6.7 ,0.544,0.0,0.1 ,0.0  ,3.7,6.7 ,0.549,0.544,1.9,3.2 ,0.578,0.9,3.6 ,4.5 ,1.7 ,0.9,0.5,1.3,2.7,9.2
238,George Hill             ,PG   ,29.0,IND,74.0,73.0,34.1,4.4 ,10.0,0.441,1.7,4.2 ,0.408,2.7,5.7 ,0.466,0.528,1.5,2.0 ,0.76 ,0.8,3.2 ,4.0 ,3.5 ,1.1,0.2,1.4,2.0,12.1
239,Jordan Hill             ,C    ,28.0,IND,73.0,11.0,20.7,3.8 ,7.5 ,0.506,0.0,0.0 ,0.0  ,3.8,7.5 ,0.507,0.506,1.2,1.7 ,0.712,2.1,4.0 ,6.2 ,1.2 ,0.5,0.5,1.3,2.1,8.8
240,Solomon Hill            ,SF   ,24.0,IND,59.0,3.0 ,14.7,1.6 ,3.5 ,0.447,0.4,1.3 ,0.324,1.2,2.3 ,0.515,0.505,0.6,0.7 ,0.857,0.7,2.2 ,2.8 ,1.0 ,0.6,0.2,0.6,1.2,4.2
241,Darrun Hilliard         ,SG   ,22.0,DET,38.0,2.0 ,10.1,1.4 ,3.4 ,0.397,0.5,1.3 ,0.38 ,0.9,2.1 ,0.407,0.469,0.8,1.1 ,0.725,0.1,1.1 ,1.2 ,0.7 ,0.2,0.0,0.5,0.7,4.0
243,Kirk Hinrich            ,PG   ,35.0,TOT,46.0,7.0 ,13.7,1.1 ,2.8 ,0.38 ,0.5,1.3 ,0.387,0.5,1.5 ,0.373,0.473,0.3,0.3 ,0.938,0.2,1.3 ,1.5 ,1.6 ,0.3,0.0,0.7,1.4,3.0
246,Jrue Holiday            ,PG   ,25.0,NOP,65.0,23.0,28.2,6.3 ,14.4,0.439,1.3,4.0 ,0.336,5.0,10.4,0.478,0.485,2.8,3.3 ,0.843,0.4,2.6 ,3.0 ,6.0 ,1.4,0.3,2.6,2.3,16.8
247,Justin Holiday          ,SG   ,26.0,TOT,53.0,5.0 ,14.6,1.7 ,4.3 ,0.386,0.7,2.0 ,0.343,1.0,2.3 ,0.423,0.465,0.5,0.7 ,0.73 ,0.2,1.5 ,1.7 ,1.1 ,0.6,0.4,0.7,1.2,4.5
253,Rondae Hollis-Jefferson ,SF   ,21.0,BRK,29.0,17.0,21.2,2.2 ,4.8 ,0.457,0.1,0.5 ,0.286,2.0,4.3 ,0.476,0.471,1.3,1.8 ,0.712,1.3,4.0 ,5.3 ,1.5 ,1.3,0.6,0.9,2.1,5.8
254,Richaun Holmes          ,PF   ,22.0,PHI,51.0,1.0 ,13.8,2.2 ,4.4 ,0.514,0.2,0.9 ,0.182,2.1,3.5 ,0.596,0.532,1.0,1.5 ,0.689,1.2,1.4 ,2.6 ,0.6 ,0.4,0.8,0.6,1.8,5.6
255,Rodney Hood             ,SG   ,23.0,UTA,79.0,79.0,32.2,5.2 ,12.3,0.42 ,2.0,5.7 ,0.359,3.1,6.6 ,0.472,0.503,2.2,2.5 ,0.86 ,0.5,2.9 ,3.4 ,2.7 ,0.9,0.2,1.6,2.6,14.5
256,Al Horford              ,C    ,29.0,ATL,82.0,82.0,32.1,6.5 ,12.8,0.505,1.1,3.1 ,0.344,5.4,9.7 ,0.557,0.547,1.3,1.6 ,0.798,1.8,5.5 ,7.3 ,3.2 ,0.8,1.5,1.3,2.0,15.2
257,Dwight Howard           ,C    ,30.0,HOU,71.0,71.0,32.1,5.2 ,8.5 ,0.62 ,0.0,0.1 ,0.0  ,5.2,8.4 ,0.626,0.62 ,3.3,6.7 ,0.489,3.4,8.4 ,11.8,1.4 ,1.0,1.6,2.3,3.1,13.7
258,Marcelo Huertas         ,PG   ,32.0,LAL,53.0,0.0 ,16.4,1.8 ,4.3 ,0.422,0.3,1.2 ,0.262,1.5,3.2 ,0.479,0.457,0.5,0.5 ,0.931,0.3,1.4 ,1.7 ,3.4 ,0.5,0.1,1.5,1.4,4.5
259,Josh Huestis            ,PF   ,24.0,OKC,5.0 ,0.0 ,11.0,1.0 ,2.4 ,0.417,0.8,1.2 ,0.667,0.2,1.2 ,0.167,0.583,0.0,0.8 ,0.0  ,0.4,1.6 ,2.0 ,0.0 ,0.2,0.4,0.6,0.6,2.8
260,Kris Humphries          ,PF   ,30.0,TOT,53.0,17.0,15.8,2.3 ,5.6 ,0.41 ,0.6,2.0 ,0.315,1.6,3.5 ,0.465,0.468,1.3,1.6 ,0.798,1.1,3.0 ,4.1 ,0.7 ,0.3,0.4,0.7,1.8,6.5
264,R.J. Hunter             ,SG   ,22.0,BOS,36.0,0.0 ,8.8 ,1.0 ,2.7 ,0.367,0.5,1.8 ,0.302,0.5,1.0 ,0.486,0.464,0.2,0.2 ,0.857,0.1,1.0 ,1.0 ,0.4 ,0.4,0.1,0.3,0.8,2.7
